34.7,20.27
30.9,20.27
32.9,20.30
30.9,20.30
32.8,20.30
36.4,20.27
29.9,20.30
29.4,20.32
32.3,20.27
31.4,20.27
30.9,20.24
30.4,20.27
30.4,20.24
31.4,20.27
31.4,20.27
30.4,20.27
31.9,20.24
29.9,20.27
31.8,20.24
31.4,20.27
31.4,20.27
31.4,20.30
30.4,20.30
32.4,20.30
34.2,20.27
31.8,20.24
29.9,20.27
30.4,20.27
31.5,20.27
31.4,20.27
32.4,20.30
31.5,20.27
31.4,20.27
34.8,20.30
30.4,20.30
31.4,20.30
29.9,20.27
30.8,20.30
32.8,20.30
31.8,20.30
29.9,20.30
30.8,20.30
32.9,20.30
32.4,20.32
29.9,20.30
30.9,20.27
32.4,20.27
33.8,20.30
32.9,20.30
31.8,20.30
30.8,20.30
29.4,20.30
33.4,20.30
29.9,20.32
32.8,20.30
30.9,20.30
32.4,20.27
30,20.30
31.4,20.30
32.8,20.30
30.4,20.32
32.4,20.32
33.4,20.32
31.4,20.30
30.4,20.32
29.4,20.32
30.4,20.35
31.4,20.30
31.4,20.30
31.4,20.30
31.8,20.30
30.8,20.32
30.9,20.32
30.8,20.32
30.9,20.32
29.9,20.35
29.9,20.35
30.9,20.32
29.4,20.32
31.8,20.32
31.4,20.32
30.4,20.32
31.4,20.32
31.8,20.32
31.4,20.32
32.4,20.32
